Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	File Offset (s)	Recording	Model species	Song
11	Spectrogram 1	2	23.763338710	24.005980947	1423.2	2134.8	Campan_0039_PTT_RS.wav	C:\Users\Pablo\Desktop\Modelo de sp\Mimicry\Campan_0039_PTT_RS.wav	23.7633	Focal	Ramphastos sulfuratus	7
12	Spectrogram 1	2	24.302543682	24.545185919	1293.8	2134.8	Campan_0039_PTT_RS.wav	C:\Users\Pablo\Desktop\Modelo de sp\Mimicry\Campan_0039_PTT_RS.wav	24.3025	Focal	Ramphastos sulfuratus	8
13	Spectrogram 1	2	24.976549895	25.165271635	1358.5	2102.4	Campan_0039_PTT_RS.wav	C:\Users\Pablo\Desktop\Modelo de sp\Mimicry\Campan_0039_PTT_RS.wav	24.9765	Focal	Ramphastos sulfuratus	9
14	Spectrogram 1	2	25.542715115	25.798837476	1455.5	2134.8	Campan_0039_PTT_RS.wav	C:\Users\Pablo\Desktop\Modelo de sp\Mimicry\Campan_0039_PTT_RS.wav	25.5427	Focal	Ramphastos sulfuratus	10
15	Spectrogram 1	2	26.095400210	26.418923193	1229.1	2264.2	Campan_0039_PTT_RS.wav	C:\Users\Pablo\Desktop\Modelo de sp\Mimicry\Campan_0039_PTT_RS.wav	26.0954	Focal	Ramphastos sulfuratus	11
16	Spectrogram 1	2	26.809846797	27.012048661	1455.5	2328.8	Campan_0039_PTT_RS.wav	C:\Users\Pablo\Desktop\Modelo de sp\Mimicry\Campan_0039_PTT_RS.wav	26.8098	Focal	Ramphastos sulfuratus	12
17	Spectrogram 1	2	27.335571644	27.618654254	1358.5	2199.5	Campan_0039_PTT_RS.wav	C:\Users\Pablo\Desktop\Modelo de sp\Mimicry\Campan_0039_PTT_RS.wav	27.3356	Focal	Ramphastos sulfuratus	13
18	Spectrogram 1	2	28.574822274	28.763544014	1455.5	2264.2	Campan_0039_PTT_RS.wav	C:\Users\Pablo\Desktop\Modelo de sp\Mimicry\Campan_0039_PTT_RS.wav	28.5748	Focal	Ramphastos sulfuratus	14
19	Spectrogram 1	2	31.837012349	31.985293716	1520.2	2555.3	Campan_0039_PTT_RS.wav	C:\Users\Pablo\Desktop\Modelo de sp\Mimicry\Campan_0039_PTT_RS.wav	31.8370	Focal	Ramphastos sulfuratus	15
20	Spectrogram 1	2	32.430137817	32.659299930	1746.6	2652.3	Campan_0039_PTT_RS.wav	C:\Users\Pablo\Desktop\Modelo de sp\Mimicry\Campan_0039_PTT_RS.wav	32.4301	Focal	Ramphastos sulfuratus	16
21	Spectrogram 1	2	33.077183783	33.292865771	1584.9	2361.2	Campan_0039_PTT_RS.wav	C:\Users\Pablo\Desktop\Modelo de sp\Mimicry\Campan_0039_PTT_RS.wav	33.0772	Focal	Ramphastos sulfuratus	17
22	Spectrogram 1	2	33.764670121	33.939911736	1746.6	2717.0	Campan_0039_PTT_RS.wav	C:\Users\Pablo\Desktop\Modelo de sp\Mimicry\Campan_0039_PTT_RS.wav	33.7647	Focal	Ramphastos sulfuratus	18
23	Spectrogram 1	2	35.045281927	35.341844661	1390.8	2490.6	Campan_0039_PTT_RS.wav	C:\Users\Pablo\Desktop\Modelo de sp\Mimicry\Campan_0039_PTT_RS.wav	35.0453	Focal	Ramphastos sulfuratus	19
24	Spectrogram 1	2	42.295069679	42.497271543	1487.9	2425.9	Campan_0039_PTT_RS.wav	C:\Users\Pablo\Desktop\Modelo de sp\Mimicry\Campan_0039_PTT_RS.wav	42.2951	Focal	Ramphastos sulfuratus	20
25	Spectrogram 1	2	43.562201361	43.831803847	1229.1	2231.8	Campan_0039_PTT_RS.wav	C:\Users\Pablo\Desktop\Modelo de sp\Mimicry\Campan_0039_PTT_RS.wav	43.5622	Focal	Ramphastos sulfuratus	21
26	Spectrogram 1	2	44.344048569	44.478849812	1584.9	2619.9	Campan_0039_PTT_RS.wav	C:\Users\Pablo\Desktop\Modelo de sp\Mimicry\Campan_0039_PTT_RS.wav	44.3440	Focal	Ramphastos sulfuratus	22
27	Spectrogram 1	2	44.964134286	45.193296399	1390.8	2296.5	Campan_0039_PTT_RS.wav	C:\Users\Pablo\Desktop\Modelo de sp\Mimicry\Campan_0039_PTT_RS.wav	44.9641	Focal	Ramphastos sulfuratus	23
