Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	File Offset (s)	Recording	Model species	Song
13	Spectrogram 1	1	9.291291863	9.484783781	1312.2	2165.1	Campan_0032_PTT_RS.wav	C:\Users\Pablo\Desktop\Modelo de sp\Mimicry\Campan_0032_PTT_RS.wav	9.2913	Focal	Ramphastos sulfuratus	10
14	Spectrogram 1	1	9.912078433	10.194254147	1355.9	2602.4	Campan_0032_PTT_RS.wav	C:\Users\Pablo\Desktop\Modelo de sp\Mimicry\Campan_0032_PTT_RS.wav	9.9121	Focal	Ramphastos sulfuratus	11
15	Spectrogram 1	1	10.581237982	10.815040717	1290.3	2340.0	Campan_0032_PTT_RS.wav	C:\Users\Pablo\Desktop\Modelo de sp\Mimicry\Campan_0032_PTT_RS.wav	10.5812	Focal	Ramphastos sulfuratus	12
16	Spectrogram 1	1	11.234273205	11.524511082	1465.2	2580.6	Campan_0032_PTT_RS.wav	C:\Users\Pablo\Desktop\Modelo de sp\Mimicry\Campan_0032_PTT_RS.wav	11.2343	Focal	Ramphastos sulfuratus	13
17	Spectrogram 1	1	11.871184102	12.121111162	1530.8	2536.8	Campan_0032_PTT_RS.wav	C:\Users\Pablo\Desktop\Modelo de sp\Mimicry\Campan_0032_PTT_RS.wav	11.8712	Focal	Ramphastos sulfuratus	14
18	Spectrogram 1	1	12.467784182	12.758022059	1312.2	1837.0	Campan_0032_PTT_RS.wav	C:\Users\Pablo\Desktop\Modelo de sp\Mimicry\Campan_0032_PTT_RS.wav	12.4678	Focal	Ramphastos sulfuratus	15
19	Spectrogram 1	1	13.072446425	13.322373486	1224.7	2230.7	Campan_0032_PTT_RS.wav	C:\Users\Pablo\Desktop\Modelo de sp\Mimicry\Campan_0032_PTT_RS.wav	13.0724	Focal	Ramphastos sulfuratus	16
20	Spectrogram 1	1	22.892578741	22.997386863	1552.7	2668.1	Campan_0032_PTT_RS.wav	C:\Users\Pablo\Desktop\Modelo de sp\Mimicry\Campan_0032_PTT_RS.wav	22.8926	Focal	Ramphastos sulfuratus	17
21	Spectrogram 1	1	23.408557188	23.674608576	1399.6	2493.1	Campan_0032_PTT_RS.wav	C:\Users\Pablo\Desktop\Modelo de sp\Mimicry\Campan_0032_PTT_RS.wav	23.4086	Focal	Ramphastos sulfuratus	18
22	Spectrogram 1	1	24.061592411	24.327643798	1355.9	2186.9	Campan_0032_PTT_RS.wav	C:\Users\Pablo\Desktop\Modelo de sp\Mimicry\Campan_0032_PTT_RS.wav	24.0616	Focal	Ramphastos sulfuratus	19
23	Spectrogram 1	1	24.706565471	24.940368205	1355.9	2383.8	Campan_0032_PTT_RS.wav	C:\Users\Pablo\Desktop\Modelo de sp\Mimicry\Campan_0032_PTT_RS.wav	24.7066	Focal	Ramphastos sulfuratus	20
24	Spectrogram 1	1	25.335414204	25.553092612	1334.0	2405.6	Campan_0032_PTT_RS.wav	C:\Users\Pablo\Desktop\Modelo de sp\Mimicry\Campan_0032_PTT_RS.wav	25.3354	Focal	Ramphastos sulfuratus	21
